dataset,n_images,n_classes,accuracy,precision_macro,recall_macro,f1_macro,specificity_macro,fpr_macro,iou_macro,roc_auc_macro_ovr,pr_auc_macro
PAD-UFES-20_external,1324,4,0.4350453172205438,0.36468695276072327,0.38228166703386635,0.3519729812688974,0.7886242275710802,0.21137577242891978,0.22222121622331156,0.6833374003115475,0.3609745489189065
