accuracy,precision_macro,recall_macro_sensitivity,f1_macro,specificity_macro,fpr_macro,iou_macro,ppv_macro
0.51947261663286,0.5937761621672897,0.5147941300718119,0.5400830162483953,0.9857857810746549,0.014214218925345263,0.4044719859722726,0.5937761621672897
0.5195740365111562,0.5890784819532703,0.4855240168443672,0.5154451997351179,0.9857743888763707,0.014225611123629198,0.3859914562536429,0.5890784819532703
0.5253549695740365,0.5896156128233956,0.5315630432375007,0.5507419005045072,0.985910256397516,0.01408974360248397,0.42254725253610737,0.5896156128233956
0.5185598377281947,0.6162439946290736,0.5006554291241848,0.5349482606726967,0.9858141314371609,0.014185868562838983,0.3981806310529826,0.6162439946290736
0.522210953346856,0.5756164677693043,0.5248672501581862,0.5413929447854267,0.9858489805595649,0.014151019440435144,0.41160699430038805,0.5756164677693043
0.5168356997971603,0.6138857737569315,0.49962870627935024,0.5323312942174947,0.9856721077887028,0.014327892211297127,0.3954373854992845,0.6138857737569315
0.5109533468559838,0.6078424425798131,0.48338763456533734,0.517937864015467,0.9854129107993035,0.014587089200696424,0.3793505245481878,0.6078424425798131
0.522920892494929,0.5578331774382393,0.5056966971142703,0.5243104036550912,0.9857515287901784,0.014248471209821789,0.3968701296028692,0.5578331774382393
0.5177484787018256,0.5785922100828105,0.4938882057809016,0.5185448172470911,0.9856831739629927,0.014316826037007194,0.3855251180537115,0.5785922100828105
0.5237322515212982,0.5824180701065246,0.5166199077356505,0.5362446957253297,0.985973339307528,0.014026660692472043,0.40914456027772494,0.5824180701065246
0.5246450304259634,0.6116305709523278,0.5312629620282671,0.5572533337436095,0.985885729385747,0.014114270614253013,0.42256689594127145,0.6116305709523278
0.5169371196754564,0.5623177646393824,0.48088009438722124,0.5061017794369198,0.9855617254044506,0.0144382745955493,0.3808865789215812,0.5623177646393824
0.5087221095334685,0.5954915939641309,0.5153908920564725,0.5413160158568685,0.9853894482109091,0.014610551789090858,0.4081747335242703,0.5954915939641309
0.5259634888438134,0.6051267603485879,0.4948010321551243,0.5272166980061668,0.985937574811371,0.014062425188629019,0.3931836174908899,0.6051267603485879
0.5144016227180528,0.5949849498246006,0.5142653270529858,0.5390196829508578,0.9855481455373468,0.014451854462653162,0.3946134084148709,0.5949849498246006
0.5165314401622718,0.6117364697671285,0.5018416348778334,0.5350906724411998,0.9856811301721441,0.01431886982785589,0.4011049844987745,0.6117364697671285
0.516632860040568,0.5944943736994087,0.5047195103224108,0.5288362731979186,0.985652421534709,0.014347578465291009,0.39608069933448997,0.5944943736994087
