fold,accuracy,precision,recall_sensitivity,f1,specificity,fpr,iou,ppv,roc_auc,pr_auc
3,0.02251978088861838,0.041818140986748,0.01965976228867141,0.012328399918335068,0.9751092001363304,0.024890799863669655,0.006306895953351212,0.041818140986748,0.42958590527639756,0.028389663894824547
