fold,accuracy,precision_macro,recall_macro,f1_macro,specificity_macro,fpr_macro,iou_macro,roc_auc_macro_ovr,pr_auc_macro
3,0.2060255629945222,0.1616077864051234,0.26456073054335116,0.1424145972523237,0.9793468936155254,0.020653106384474745,0.08194433274451454,0.7914970153870224,0.20773861756261597
