epoch,accuracy,loss,val_accuracy,val_loss
0,0.048782963305711746,4.148431301116943,NA,NA
1,0.08924949169158936,3.568300247192383,NA,NA
2,0.10659229010343552,3.1623032093048096,NA,NA
3,0.1306288093328476,2.9385368824005127,NA,NA
4,0.13498985767364502,2.763014316558838,NA,NA
5,0.15192697942256927,2.554704189300537,NA,NA
6,0.15537525713443756,2.5075342655181885,NA,NA
7,0.1640973687171936,2.3697314262390137,NA,NA
8,0.17870183289051056,2.3421761989593506,NA,NA
