fold,accuracy,precision,recall_sensitivity,f1,specificity,fpr,iou,ppv,roc_auc,pr_auc
3,0.013694461351186854,0.02384934063614929,0.023533738960508387,0.0071118550933523565,0.9749877414951259,0.025012258504874197,0.0036163608488089223,0.02384934063614929,0.43540689300932944,0.02789505647421061
