accuracy,loss,val_accuracy,val_loss,learning_rate
0.038034383207559586,4.244701862335205,0.08731365948915482,3.8660662174224854,9.999999747378752e-05
0.06404989957809448,3.708334445953369,0.14359597861766815,3.4919846057891846,9.999999747378752e-05
0.09462954849004745,3.353288412094116,0.1691512018442154,3.4129672050476074,9.999999747378752e-05
0.11638521403074265,3.1038320064544678,0.1855795532464981,3.29875111579895,9.999999747378752e-05
0.12110147625207901,2.868379592895508,0.19105567038059235,3.1620635986328125,9.999999747378752e-05
0.1331203430891037,2.721022605895996,0.17645269632339478,3.4096717834472656,9.999999747378752e-05
0.14103148877620697,2.6996612548828125,0.18801338970661163,3.25221586227417,9.999999747378752e-05
0.14985546469688416,2.490752935409546,0.19835716485977173,3.223237991333008,4.999999873689376e-05
0.15015974640846252,2.4115848541259766,0.2166108936071396,3.0011043548583984,4.999999873689376e-05
0.14909477531909943,2.554844379425049,0.20687557756900787,3.077878952026367,4.999999873689376e-05
0.1527460813522339,2.3813376426696777,0.20413750410079956,3.1393418312072754,4.999999873689376e-05
0.1589837223291397,2.2586703300476074,0.2129601389169693,3.0606541633605957,2.499999936844688e-05
0.16324357688426971,2.2867929935455322,0.2126559168100357,3.0977935791015625,2.499999936844688e-05
0.15548455715179443,2.2782750129699707,0.21508975327014923,3.1159396171569824,1.249999968422344e-05
