,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
11,2,0,0,2,0,0,0,0,4,0,2,46,7,0,29,0,4,24,7,0,7,0,17,16,0,0,0,3,0,0,9,3,0,0,0,0,0,10,0,0
12,0,0,0,2,0,2,1,0,4,0,2,2,58,2,6,0,16,2,0,0,0,0,1,0,0,1,0,2,0,0,3,4,0,0,0,0,0,3,1,0
13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14,1,0,1,5,1,1,0,0,0,0,2,12,6,2,54,0,2,1,1,0,2,0,17,19,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,1,2,8,1,0,0,20,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
17,0,0,2,3,0,0,0,0,4,0,0,16,3,1,2,0,0,81,6,0,2,0,4,2,1,0,0,0,0,2,3,0,0,0,0,0,1,15,0,0
18,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,1,3,30,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,31,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,9,11,3,0,0,0,0,0,9,20,2,0,22,0,3,8,4,0,8,0,123,54,0,0,0,1,0,9,24,0,0,0,0,0,0,9,6,0
23,1,0,7,29,7,3,0,0,4,0,19,102,21,3,188,0,25,22,21,0,19,0,380,417,0,1,3,4,0,12,44,11,0,2,1,0,0,39,15,4
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,2,1,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,1,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
30,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27,0,0,0,0,3,0,0,2
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
36,0,0,1,0,2,1,0,2,9,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,42,0,0,0
37,0,0,1,2,9,0,0,0,6,0,3,11,4,0,2,0,0,23,5,1,6,1,3,3,0,0,2,2,1,1,3,5,0,0,0,0,3,57,8,0
38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
