accuracy,loss,val_accuracy,val_loss,learning_rate
0.08275023102760315,3.978156089782715,0.14972610771656036,2.8458948135375977,0.0010000000474974513
0.11880134046077728,2.870230197906494,0.09646987169981003,3.0663394927978516,0.0010000000474974513
0.13781563937664032,2.368711233139038,0.11898965388536453,2.991039991378784,0.0010000000474974513
0.1721934825181961,1.9380896091461182,0.19628727436065674,2.5341360569000244,0.0005000000237487257
0.21843627095222473,1.5239219665527344,0.1965916007757187,2.501228094100952,0.0005000000237487257
0.22817158699035645,1.380206823348999,0.21880705654621124,2.3917903900146484,0.0005000000237487257
0.2599634826183319,1.2466095685958862,0.2629336714744568,2.2032785415649414,0.0005000000237487257
0.26148462295532227,1.3147026300430298,0.21789409220218658,2.3407230377197266,0.0005000000237487257
0.28262853622436523,1.063417911529541,0.27023735642433167,2.1551640033721924,0.0005000000237487257
0.3005780279636383,0.9992310404777527,0.288800984621048,2.104261636734009,0.0005000000237487257
0.31639793515205383,0.9700775742530823,0.2918441891670227,2.064811944961548,0.0005000000237487257
0.32552480697631836,0.8898996114730835,0.30249544978141785,2.0046186447143555,0.0005000000237487257
0.3387587368488312,0.8675345778465271,0.288800984621048,2.0486032962799072,0.0005000000237487257
0.3449954390525818,0.8275477290153503,0.296409010887146,2.0372610092163086,0.0005000000237487257
0.3655308783054352,0.7392252087593079,0.32440656423568726,1.8872331380844116,0.0002500000118743628
0.3746577501296997,0.6637381315231323,0.3323189318180084,1.8796701431274414,0.0002500000118743628
0.3985396921634674,0.6253087520599365,0.3539257347583771,1.8176451921463013,0.0002500000118743628
0.4052327275276184,0.5922355055809021,0.3511868417263031,1.831566333770752,0.0002500000118743628
0.40705811977386475,0.5823699235916138,0.3639683425426483,1.7946805953979492,0.0002500000118743628
0.42074841260910034,0.5467728972434998,0.38953134417533875,1.7167673110961914,0.0002500000118743628
0.42789778113365173,0.5320950746536255,0.36701157689094543,1.7750442028045654,0.0002500000118743628
0.43352600932121277,0.5245725512504578,0.3858794867992401,1.7254446744918823,0.0002500000118743628
0.44097962975502014,0.4917526841163635,0.3916615843772888,1.7117866277694702,0.0001250000059371814
0.45497414469718933,0.4763191342353821,0.386488139629364,1.7367240190505981,0.0001250000059371814
0.45740798115730286,0.46594375371932983,0.37979304790496826,1.7262641191482544,0.0001250000059371814
0.465774267911911,0.43109330534935,0.3880097270011902,1.6961491107940674,6.25000029685907e-05
0.4662306010723114,0.4429115653038025,0.39348751306533813,1.6911131143569946,6.25000029685907e-05
0.4805293679237366,0.4180358052253723,0.3928788900375366,1.6799280643463135,6.25000029685907e-05
0.47809553146362305,0.41579896211624146,0.39774802327156067,1.6771819591522217,6.25000029685907e-05
0.4828110635280609,0.4124656617641449,0.39957395195961,1.6753149032592773,6.25000029685907e-05
